Container ID,Actual Date,Starting Date,Recollecting Date,Lost,Day Trip,Total Stock
6,2023-01-21,2023-01-02,,0,20.0,1000
6,2023-01-22,2023-01-02,,0,21.0,1000
6,2023-01-23,2023-01-02,,0,22.0,1000
6,2023-01-24,2023-01-02,,0,23.0,1000
6,2023-01-25,2023-01-02,,0,24.0,1000
6,2023-01-26,2023-01-02,,0,25.0,1000
6,2023-01-27,2023-01-02,,0,26.0,1000
6,2023-01-28,2023-01-02,,0,27.0,1000
6,2023-01-29,2023-01-02,,0,28.0,1000
6,2023-01-30,2023-01-02,,0,29.0,1000
6,2023-01-31,2023-01-02,,0,30.0,1000
6,2023-02-01,2023-01-02,,0,31.0,1000
6,2023-02-02,2023-01-02,,0,32.0,1000
6,2023-02-03,2023-01-02,,0,33.0,1000
6,2023-02-04,2023-01-02,,0,34.0,1000
6,2023-02-05,2023-01-02,,0,35.0,1000
6,2023-02-06,2023-01-02,,0,36.0,1000
6,2023-02-07,2023-01-02,,0,37.0,1000
6,2023-02-08,2023-01-02,,0,38.0,1000
6,2023-02-09,2023-01-02,,0,39.0,1000
6,2023-02-10,2023-01-02,,0,40.0,1000
6,2023-02-11,2023-01-02,,0,41.0,984
6,2023-02-12,2023-01-02,,1,42.0,963
6,2023-02-13,2023-01-02,,1,43.0,954
6,2023-02-14,2023-01-02,,1,44.0,945
6,2023-02-15,2023-01-02,,1,45.0,941
6,2023-02-16,2023-01-02,,1,46.0,934
6,2023-02-17,2023-01-02,,1,47.0,934
6,2023-02-18,2023-01-02,,1,48.0,934
6,2023-02-19,2023-01-02,,1,49.0,931
6,2023-02-20,2023-01-02,,1,50.0,929
6,2023-02-21,2023-01-02,,1,51.0,929
6,2023-02-22,2023-01-02,,1,52.0,927
6,2023-02-23,2023-01-02,,1,53.0,927
6,2023-02-24,2023-01-02,,1,54.0,927
6,2023-02-25,2023-01-02,,1,55.0,927
6,2023-02-26,2023-01-02,,1,56.0,927
6,2023-02-27,2023-01-02,,1,57.0,926
6,2023-02-28,2023-01-02,,1,58.0,926
6,2023-03-01,2023-01-02,,1,59.0,926
6,2023-03-02,2023-01-02,,1,60.0,925
6,2023-03-03,2023-01-02,,1,61.0,924
